					$
					70000
					$
					42000
					$
					96504
					$
					73666.67
					$
					43000
					$
					42000
					$
					43000
					$
					32604
					$
					96140.75
					$
					32604
					42000
					$
					150775
					$
					42000
					$
					126000
					$
					86004
					$
					250000
					$
					32604
					$
					89250
					$
					194000
					$
					50004
					$
					81670.67
					$
					46517.75
					$
					150000
					$
					42000
					$
					42000
					$
					209756.25
					$
					280000
					$
					32600
					$
					350000
					$
					32600
					$
					65000
					$
					42000
					$
					80590
					$
					900000
					$
					45000
					$
					61250
					$
					50000
					$
					79764.38
					$
					42000
					$
					90000
					$
					95000
					$
					65000
					$
					150000
					$
					121868.67
					$
					44000
					$
					130420
					$
					32600.04
					$
					32600.04
					$
					55604
					$
					207200
					$
					42000
